,Survey Year,Timestamp,SalaryUSD,Country,PostalCode,PrimaryDatabase,YearsWithThisDatabase,OtherDatabases,EmploymentStatus,JobTitle,ManageStaff,YearsWithThisTypeOfJob,HowManyCompanies,OtherPeopleOnYourTeam,CompanyEmployeesOverall,DatabaseServers,Education,EducationIsComputerRelated,Certifications,HoursWorkedPerWeek,TelecommuteDaysPerWeek,PopulationOfLargestCityWithin20Miles,EmploymentSector,LookingForAnotherJob,CareerPlansThisYear,Gender,OtherJobDuties,KindsOfTasksPerformed,Counter
2900,2018,2017-12-11 02:28:07.144,60000.0,Spain,28080,Microsoft SQL Server,10,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, DB2, Redis, Azure SQL DB, Amazon RDS (any flavor)",Full time employee of a consulting/contracting company,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,12,Not Asked,More than 5,Not Asked,100,Masters,Yes,"Yes, and they're currently valid",50,3,Not Asked,Private business,No,"Stay with the same employer, same role",Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL, Engineer","Build scripts & automation tools, Manual tasks, On-call 24/7/365, Projects, Training/teaching",1
2163,2017,2017-01-09 10:40:16.582,95000.0,United States,Not Asked,Microsoft SQL Server,5,Microsoft SQL Server,Full time employee,DBA,No,5,Not Asked,None,Not Asked,12,Masters,No,"No, I never have",40,1,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
731,2017,2017-01-05 12:46:34.273,68310.0,United Kingdom,Not Asked,Microsoft SQL Server,13,"DB2, Microsoft Access",Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,1,Not Asked,More than 5,Not Asked,1,Bachelors (4 years),No,"Yes, but they expired",38,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2339,2017,2017-01-09 12:46:05.767,26000.0,South Africa,Not Asked,Microsoft SQL Server,7,"Microsoft SQL Server, Microsoft Access, SAP",Full time employee of a consulting/contracting company,DBA,No,5,Not Asked,1,Not Asked,60,Bachelors (4 years),No,"Yes, and they're currently valid",40,1,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
5007,2018,2017-12-20 12:20:04.853,43000.0,United States,66106,Microsoft SQL Server,5,"Microsoft SQL Server, Microsoft Access",Full time employee,Analyst,No,1,Not Asked,4,Not Asked,1,Associates (2 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Change both employers and roles,Male,,"Manual tasks, Training/teaching",1
2232,2017,2017-01-09 11:20:44.094,65000.0,United States,Not Asked,Microsoft SQL Server,1,,Full time employee,Analyst,No,1,Not Asked,None,Not Asked,2,Associates (2 years),No,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Student,No,Not Asked,Not Asked,Not Asked,Not Asked,1
3795,2018,2017-12-15 10:26:23.055,44935.0,United Kingdom,EC2Y9AL,Microsoft SQL Server,1,,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,1,Not Asked,1,Not Asked,150,Bachelors (4 years),No,"Yes, and they're currently valid",40,1,Not Asked,Non-profit,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects",1
3551,2018,2017-12-13 01:58:47.789,74610.0,United Kingdom,,Microsoft SQL Server,20,"Microsoft Access, Azure SQL DB",Full time employee,Manager,Yes,10,Not Asked,3,Not Asked,4,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL",,1
1255,2017,2017-01-06 04:13:26.777,7650.0,India,Not Asked,Microsoft SQL Server,8,Microsoft SQL Server,Full time employee,DBA,Yes,8,Not Asked,3,Not Asked,225,Bachelors (4 years),Yes,"No, I never have",48,"None, or less than 1 day per week",Not Asked,State/province government,"Yes, actively looking for something else",Not Asked,Not Asked,Not Asked,Not Asked,1
2104,2017,2017-01-09 09:52:39.635,103000.0,United States,Not Asked,Microsoft SQL Server,13,MySQL/MariaDB,Full time employee,DBA,Yes,4,Not Asked,2,Not Asked,20,Bachelors (4 years),No,"Yes, but they expired",40,4,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
3355,2018,2017-12-12 12:56:46.678,128000.0,United States,55438,Microsoft SQL Server,18,,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,8,Not Asked,1,Not Asked,25,Bachelors (4 years),Yes,"No, I never have",45,1,Not Asked,Private business,No,"Stay with the same employer, same role",Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation",1
3480,2018,2017-12-12 17:10:13.403,68000.0,Australia,2601,Microsoft SQL Server,8,"Oracle, Microsoft Access, Azure SQL DB",Part time,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,8,Not Asked,2,Not Asked,103,None (no degree completed),,"No, I never have",30,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments)","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects",1
898,2017,2017-01-05 14:16:13.678,125000.0,United States,Not Asked,Microsoft SQL Server,20,"PostgreSQL, Sybase",Full time employee,DBA,No,20,Not Asked,5,Not Asked,200,Associates (2 years),Yes,"No, I never have",45,5 or more,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
428,2017,2017-01-05 11:26:03.331,108000.0,United States,Not Asked,Microsoft SQL Server,15,Oracle,Full time employee,Architect,No,5,Not Asked,1,Not Asked,30,Bachelors (4 years),No,"No, I never have",44,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
6395,2019,2018-12-13 08:27:38.325,36000.0,Czech Republic,,PostgreSQL,5,"Microsoft SQL Server, PostgreSQL, MongoDB",Full time employee of a consulting/contracting company,"Developer: App code (C#, JS, etc)",Yes,15,2 (I worked at another similar position elsewhere before this one),4,6-99,10,None (no degree completed),Yes,"No, I never have",40,"None, or less than 1 day per week",1M+ (metropolis),Private business,No,"Stay with the same employer, same role",Male,"Analyst, Architect, Manager","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, Training/teaching",1
4172,2018,2017-12-18 19:57:16.132,80000.0,United States,53719,Microsoft SQL Server,4,,Full time employee of a consulting/contracting company,"DBA (Development Focus - tunes queries, indexes, does deployments)",No,1,Not Asked,2,Not Asked,30,Bachelors (4 years),No,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Prefer not to say,Male,Developer: T-SQL,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D",1
6250,2019,2018-12-11 17:53:26.546,70000.0,Australia,6004,Microsoft SQL Server,6,"Oracle, PostgreSQL, DB2",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,6,1 (this is the only company where I've had this kind of position),1,1000 or more,100,Bachelors (4 years),,"Yes, and they're currently valid",38,"None, or less than 1 day per week",20K-99K (large town),Private business,No,"Stay with the same employer, same role",Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects",1
6829,2019,2018-12-31 12:08:38.109,95000.0,United States,98579,Microsoft SQL Server,16,"Oracle, Microsoft Access",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,16,3,None,250-499,6,Bachelors (4 years),No,"Yes, but they expired",50,5 or more,20K-99K (large town),Private business,No,"Stay with the same employer, same role",Female,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: Business Intelligence (SSRS, PowerBI, etc)","Build scripts & automation tools, Manual tasks, On-call as part of a rotation, On-call 24/7/365, Projects, R&D",1
1222,2017,2017-01-06 02:57:16.369,49000.0,United Kingdom,Not Asked,Microsoft SQL Server,6,,Full time employee,DBA,No,5,Not Asked,3,Not Asked,8,None (no degree completed),No,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Local government,"Yes, actively looking for something else",Not Asked,Not Asked,Not Asked,Not Asked,1
4041,2018,2017-12-18 12:42:39.758,106000.0,United States,63011,Microsoft SQL Server,15,"Microsoft SQL Server, SAP",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,3,Not Asked,1,Not Asked,50,Bachelors (4 years),No,"Yes, but they expired",40,1,Not Asked,Private business,No,"Stay with the same employer, same role",Male,,"Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D",1
4951,2018,2017-12-20 11:43:12.456,125000.0,United States,80202,MySQL/MariaDB,10,"Elasticsearch, Amazon RDS (any flavor)",Full time employee,"Developer: App code (C#, JS, etc)",No,3,Not Asked,4,Not Asked,3,Bachelors (4 years),Yes,"No, I never have",45,1,Not Asked,Private business,"Yes, but only passively (just curious)",Change both employers and roles,Male,,"Build scripts & automation tools, Projects",1
3809,2018,2017-12-15 11:53:40.470,115000.0,United States,66210,Microsoft SQL Server,22,,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,1,Not Asked,None,Not Asked,10,None (no degree completed),,"Yes, and they're currently valid",45,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, Training/teaching",1
4100,2018,2017-12-18 14:49:15.745,94000.0,United Kingdom,,Microsoft SQL Server,18,"PostgreSQL, Cockroach",Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",No,3,Not Asked,3,Not Asked,20,Bachelors (4 years),Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"Architect, DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: T-SQL","Build scripts & automation tools, On-call as part of a rotation, Projects, R&D, Training/teaching",1
1096,2017,2017-01-05 19:19:31.279,134000.0,United States,Not Asked,Microsoft SQL Server,13,,Full time employee,Manager,Yes,13,Not Asked,None,Not Asked,10,Bachelors (4 years),Yes,"No, I never have",40,1,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2072,2017,2017-01-09 09:32:26.086,98000.0,United States,Not Asked,Microsoft SQL Server,13,"Oracle, DB2, Microsoft Access, Teradata",Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,2,Not Asked,1,Not Asked,30,Bachelors (4 years),Yes,"No, I never have",38,1,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
6222,2019,2018-12-11 13:45:17.669,90000.0,Australia,3168,Microsoft SQL Server,20,Microsoft SQL Server,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,15,4,None,250-499,10,Bachelors (4 years),Yes,"Yes, but they expired",40,"None, or less than 1 day per week",1M+ (metropolis),Private business,No,"Stay with the same employer, same role",Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Projects, Training/teaching",1
4624,2018,2017-12-20 08:36:49.345,88000.0,United States,48235,Microsoft SQL Server,5,"Oracle, MySQL/MariaDB",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,5,Not Asked,1,Not Asked,300,Bachelors (4 years),Yes,"No, I never have",85,5 or more,Not Asked,Private business,No,"Stay with the same employer, same role",Female,Analyst,"Meetings & management, On-call as part of a rotation, Projects, R&D",1
5812,2018,2018-01-02 08:28:00.955,108000.0,United States,4102,Microsoft SQL Server,19,,Full time employee,Engineer,No,2,Not Asked,3,Not Asked,5,Masters,No,"No, I never have",45,3,Not Asked,Private business,No,"Stay with the same employer,  but change roles",Male,"Analyst, Architect, Developer: App code (C#, JS, etc)","Build scripts & automation tools, Projects, R&D",1
1788,2017,2017-01-09 03:27:14.709,45000.0,United Kingdom,Not Asked,Microsoft SQL Server,15,,Full time employee,Developer: T-SQL,No,15,Not Asked,2,Not Asked,4,Bachelors (4 years),,"No, I never have",38,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
6370,2019,2018-12-12 23:58:25.746,76000.0,United Kingdom,W1T,Microsoft SQL Server,5,Microsoft SQL Server,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,5,3,1,250-499,9,Bachelors (4 years),No,"No, I never have",40,"None, or less than 1 day per week",1M+ (metropolis),Private business,"Yes, actively looking for something else","Stay with the same role, but change employers",Male,,"Build scripts & automation tools, Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching",1
5365,2018,2017-12-22 06:52:28.674,95612.0,United States,46223,Microsoft SQL Server,17,,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,17,Not Asked,None,Not Asked,70,None (no degree completed),,"Yes, but they expired",45,2,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects",1
528,2017,2017-01-05 11:40:22.830,96000.0,United States,Not Asked,Microsoft SQL Server,10,"Oracle, Microsoft Access",Full time employee of a consulting/contracting company,Manager,Yes,6,Not Asked,None,Not Asked,9,Masters,Yes,"No, I never have",50,5 or more,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
6132,2019,2018-12-11 09:42:26.637,160000.0,United States,,Microsoft SQL Server,8,"Microsoft SQL Server, PostgreSQL, Redis",Full time employee,"Developer: App code (C#, JS, etc)",Yes,8,1 (this is the only company where I've had this kind of position),More than 5,6-99,250,Bachelors (4 years),No,"No, I never have",45,"None, or less than 1 day per week",1M+ (metropolis),Private business,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: App code (C#, JS, etc), Developer: T-SQL, Engineer","Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D, Training/teaching",1
